x x.1
-0.30055841 6
-0.30041682 6
-0.29938729 4
-0.29934427 4
-0.2989142 4
-0.29888062 4
-0.29837579 4
-0.29810744 6
-0.29793674 6
-0.29792017 4
-0.29790404 4
-0.29788395 6
-0.29780003 4
-0.29764645 4
-0.29675627 6
-0.29671675 4
-0.29656804 4
-0.29643634 4
-0.29623697 6
-0.29547286 4
-0.29547281 4
-0.29534506 4
-0.29516402 4
-0.29223994 4
-0.29188225 6
-0.29177991 6
-0.29166855 6
-0.29114839 6
-0.29100144 6
-0.28825221 6
-0.28755425 6
-0.28740739 6
-0.28726956 4
-0.28675963 6
-0.28632155 6
-0.28619537 4
-0.28568743 6
-0.28555218 6
-0.28542753 6
-0.28540014 6
-0.28430983 6
-0.28427058 6
-0.28375409 6
-0.28333154 4
-0.28267827 6
-0.28237059 6
-0.28183015 6
-0.28127743 6
-0.28126032 6
-0.28113439 4
-0.28082122 6
-0.28076395 6
-0.28060117 6
-0.28044126 6
-0.28043354 6
-0.280304 6
-0.27934679 6
-0.27845462 4
-0.27827401 6
-0.27807886 4
-0.27752734 4
-0.27748151 6
-0.27718805 6
-0.27669884 6
-0.27627091 6
-0.2760526 6
-0.27585598 6
-0.27561727 4
-0.27528849 6
-0.27508333 4
-0.27507565 6
-0.27491938 4
-0.27428599 6
-0.27423486 6
-0.27362662 6
-0.27306284 6
-0.27195493 4
-0.27180032 6
-0.2710701 6
-0.27083959 4
-0.27050537 6
-0.27024001 4
-0.26876984 6
-0.26863241 4
-0.26817502 4
-0.26816857 6
-0.26703812 4
-0.26646834 4
-0.26607132 4
-0.26605456 4
-0.26573235 4
-0.26443894 4
-0.26397795 4
-0.26322572 4
-0.26271228 4
-0.26200625 4
-0.26158777 4
-0.261453 4
-0.26138368 4
-0.26108631 6
-0.26107174 4
-0.26083621 4
-0.26073042 4
-0.26057274 4
-0.26042439 4
-0.26033207 4
-0.2602604 4
-0.26012109 6
-0.26003841 4
-0.25950581 4
-0.25941953 6
-0.25929568 4
-0.25902478 4
-0.25893301 4
-0.2588909 4
-0.25885941 6
-0.25856419 4
-0.25853202 6
-0.25809681 4
-0.25774566 4
-0.25766721 6
-0.25760745 6
-0.25758452 6
-0.2575301 4
-0.25739881 4
-0.25731378 6
-0.25728212 4
-0.25727649 4
-0.25724364 4
-0.25714012 6
-0.25711945 6
-0.25704007 6
-0.25690741 4
-0.2567911 4
-0.25658396 4
-0.25653397 4
-0.25632399 4
-0.25619852 4
-0.25612766 4
-0.25597167 4
-0.25583114 4
-0.25526977 4
-0.25519428 4
-0.2550607 4
-0.25504901 4
-0.25485287 4
-0.25465952 4
-0.25412531 4
-0.25371245 4
-0.25328337 4
-0.25301035 4
-0.25298785 4
-0.25169244 4
-0.2502907 4
-0.24987129 4
-0.24892935 6
-0.24828549 6
-0.24827361 6
-0.24817375 6
-0.24776596 6
-0.24766514 6
-0.24751768 6
-0.24744942 6
-0.24723943 6
-0.24711421 4
-0.24699062 6
-0.24682009 6
-0.246782 6
-0.24677666 6
-0.24676832 6
-0.24672373 6
-0.24661252 6
-0.24652758 6
-0.24650823 4
-0.24644439 6
-0.24633848 6
-0.24628845 6
-0.24623723 6
-0.24600578 6
-0.24575314 6
-0.24561999 6
-0.24548621 6
-0.24532128 6
-0.24522803 6
-0.24475118 4
-0.24465212 4
-0.2435321 4
-0.24316072 4
-0.24174523 4
-0.24101485 6
-0.24054463 4
-0.23998364 4
-0.23994744 4
-0.23993334 4
-0.23968451 4
-0.23899759 4
-0.23860094 4
-0.23803814 4
-0.2378113 4
-0.23776912 4
-0.23738363 6
-0.23728843 4
-0.23720456 6
-0.23706495 4
-0.2367454 4
-0.23601455 4
-0.23588705 4
-0.23575112 4
-0.23460884 4
-0.23447116 4
-0.23402726 4
-0.23393809 5
-0.23388583 4
-0.23353682 4
-0.23296149 4
-0.23258583 4
-0.23222126 5
-0.23205907 4
-0.23201191 4
-0.23181302 4
-0.23138206 4
-0.23134267 4
-0.23098054 5
-0.23053226 4
-0.23038504 5
-0.23027978 4
-0.23024794 4
-0.23019237 4
-0.23007489 4
-0.23007427 4
-0.22975252 4
-0.22913879 4
-0.22883996 4
-0.22880441 4
-0.22849892 4
-0.22846467 5
-0.22845054 5
-0.22823564 4
-0.22807395 5
-0.22795168 5
-0.22771294 5
-0.22749984 5
-0.22703856 5
-0.22689979 4
-0.2265277 4
-0.22641447 5
-0.22640101 4
-0.22636608 5
-0.22627288 4
-0.22607672 4
-0.22558924 4
-0.22545743 4
-0.22480608 5
-0.22462071 5
-0.2245441 4
-0.22422395 5
-0.22405276 4
-0.22391471 4
-0.22370783 3
-0.22362754 4
-0.22323622 4
-0.22314373 4
-0.22287328 4
-0.22231527 4
-0.22196013 4
-0.22168731 4
-0.22138117 1
-0.22126894 4
-0.22090118 5
-0.22083989 3
-0.22074607 3
-0.2204039 4
-0.2200516 4
-0.21998741 4
-0.2199623 4
-0.21941324 6
-0.21919757 6
-0.21915607 6
-0.21910919 4
-0.21905602 6
-0.21902858 4
-0.21887457 4
-0.21860874 6
-0.2184739 6
-0.21846118 6
-0.21845028 6
-0.21838112 4
-0.21833498 6
-0.21821152 6
-0.2181291 6
-0.21805797 4
-0.21803599 4
-0.21800064 6
-0.21797413 6
-0.21783468 4
-0.21780125 6
-0.2177625 4
-0.21745423 6
-0.21742715 3
-0.21729148 6
-0.21720455 6
-0.21719242 6
-0.21699366 4
-0.21698427 6
-0.21682917 6
-0.21681472 4
-0.21654511 1
-0.21648067 4
-0.2164343 3
-0.21628719 4
-0.21586977 4
-0.21582578 4
-0.21577962 4
-0.2157784 6
-0.21560224 3
-0.21540227 6
-0.21525692 6
-0.21516563 3
-0.21512353 3
-0.21507127 4
-0.21504156 4
-0.21495078 3
-0.2149293 4
-0.21481139 4
-0.2146836 3
-0.21451237 4
-0.21408889 6
-0.21397001 4
-0.21391385 6
-0.21363846 4
-0.21286606 4
-0.21283063 6
-0.21281413 4
-0.21275283 4
-0.21254783 4
-0.21251186 3
-0.21235382 6
-0.21228107 4
-0.21212903 3
-0.21198242 3
-0.21166193 4
-0.21153799 5
-0.21119617 4
-0.21098561 4
-0.2109669 3
-0.21080618 4
-0.2106602 6
-0.21042962 4
-0.21017887 4
-0.21009562 3
-0.20966409 4
-0.20965049 4
-0.2095768 5
-0.20955912 4
-0.20908284 3
-0.20904606 4
-0.20900476 4
-0.20887892 4
-0.20872227 4
-0.20857883 4
-0.20853819 4
-0.20846555 4
-0.20844898 4
-0.2083342 3
-0.20832079 4
-0.20818078 4
-0.20809949 4
-0.20796204 4
-0.20792633 3
-0.20778282 3
-0.20776145 5
-0.20766551 4
-0.20758736 6
-0.20755542 4
-0.20754128 4
-0.20748008 4
-0.20745101 4
-0.20737767 3
-0.20735294 4
-0.20734993 4
-0.20732842 4
-0.20709005 4
-0.20705871 4
-0.20704244 4
-0.20696223 3
-0.20686987 4
-0.20660761 6
-0.2064436 4
-0.2062339 6
-0.20622482 3
-0.20593751 5
-0.20588996 4
-0.20543946 4
-0.20538866 4
-0.20534159 4
-0.20525287 6
-0.2051312 3
-0.20453396 4
-0.20448269 6
-0.20373885 3
-0.20359311 3
-0.2031497 3
-0.20308871 4
-0.20292828 4
-0.20266865 5
-0.20246674 3
-0.20197215 6
-0.20192568 5
-0.20177234 5
-0.20170979 5
-0.20119606 5
-0.2010751 5
-0.20067579 5
-0.20040806 3
-0.20017054 6
-0.20009312 4
-0.20008502 4
-0.20006641 6
-0.19990755 6
-0.19972779 4
-0.19960568 4
-0.19956916 5
-0.19941912 3
-0.19941368 6
-0.19935221 5
-0.19918741 6
-0.19900896 4
-0.1990075 6
-0.19895048 4
-0.19892976 6
-0.1988887 6
-0.1987851 4
-0.19877792 5
-0.19865311 4
-0.19857051 5
-0.19846295 4
-0.1984141 6
-0.19840651 4
-0.19840265 4
-0.19825925 6
-0.19825405 4
-0.19815688 6
-0.19808533 6
-0.19799056 5
-0.19791698 6
-0.19791693 4
-0.19768085 4
-0.19728629 1
-0.19703179 4
-0.19683269 1
-0.19668028 5
-0.19664747 4
-0.19644755 1
-0.19639258 4
-0.19633343 4
-0.19605901 4
-0.19600672 5
-0.19596146 1
-0.1958105 1
-0.19579972 4
-0.19556765 1
-0.19548707 5
-0.19541829 3
-0.19506289 5
-0.19492085 6
-0.19465521 4
-0.19457908 4
-0.19452728 4
-0.19448133 4
-0.19444713 4
-0.19444597 1
-0.19430348 1
-0.19361494 1
-0.19339238 1
-0.19322521 1
-0.19319778 4
-0.19315019 4
-0.19302662 1
-0.19299698 4
-0.19296994 1
-0.19274257 1
-0.19230854 4
-0.19219505 4
-0.19215349 1
-0.19215032 1
-0.19207377 4
-0.19203101 6
-0.19201336 1
-0.19157391 4
-0.19130381 4
-0.19124411 4
-0.19123557 6
-0.19105663 1
-0.19077574 1
-0.19067902 1
-0.19064448 1
-0.19055736 6
-0.19023515 1
-0.19007581 1
-0.19000567 1
-0.18996087 1
-0.18949756 1
-0.18942307 1
-0.18921965 4
-0.18911281 4
-0.18904587 4
-0.18841892 6
-0.18816923 4
-0.18815815 4
-0.18791168 4
-0.18788136 4
-0.18761148 1
-0.18725741 4
-0.18699341 1
-0.18694523 6
-0.18683016 6
-0.18671686 4
-0.18640815 4
-0.18637539 6
-0.18630073 6
-0.18613804 4
-0.18610937 4
-0.18602562 4
-0.18602502 6
-0.18594434 1
-0.18579222 4
-0.185733 4
-0.1853553 6
-0.1851787 1
-0.18494333 6
-0.18472144 4
-0.18442061 6
-0.18429002 6
-0.18424329 6
-0.18399459 6
-0.18399377 4
-0.18391247 1
-0.18381528 4
-0.18377281 4
-0.18362512 6
-0.18360463 6
-0.18352817 6
-0.18333525 1
-0.18318357 4
-0.18303949 6
-0.18285998 6
-0.18266105 1
-0.18265412 4
-0.18249447 4
-0.1824849 6
-0.18248377 6
-0.18246701 4
-0.18240177 4
-0.18236743 4
-0.18205502 4
-0.18181555 6
-0.18168571 4
-0.18164645 6
-0.1815486 4
-0.1815042 6
-0.18103668 4
-0.18095383 6
-0.18087462 4
-0.18081456 6
-0.1807356 4
-0.18056266 4
-0.18053596 6
-0.18052879 4
-0.18052711 4
-0.1802786 4
-0.17958044 4
-0.17949228 4
-0.17937747 4
-0.17925432 6
-0.17892032 4
-0.17831623 2
-0.17821264 6
-0.17808074 4
-0.17663495 4
-0.17644752 4
-0.17611509 4
-0.17583785 4
-0.17562194 2
-0.17553654 4
-0.17519982 4
-0.17517108 4
-0.17506002 4
-0.17490032 4
-0.1746585 4
-0.17435754 4
-0.17417275 6
-0.17415236 4
-0.17406501 4
-0.17393402 4
-0.17378313 4
-0.17378199 4
-0.17375206 4
-0.17368988 4
-0.1735503 4
-0.17306816 4
-0.17286166 5
-0.17278221 4
-0.17240109 4
-0.17217455 4
-0.17207205 4
-0.17155158 4
-0.171419 4
-0.17133942 4
-0.17081642 4
-0.17012367 4
-0.17005472 4
-0.16921216 4
-0.16908683 4
-0.16908385 4
-0.16895119 4
-0.16857212 4
-0.16832317 4
-0.16823682 4
-0.16822413 4
-0.16820303 4
-0.16810654 4
-0.16796954 4
-0.16783581 4
-0.16730134 4
-0.16658567 4
-0.1659475 4
-0.16553962 4
-0.16551112 4
-0.16511998 4
-0.1650753 4
-0.16482043 4
-0.16456117 4
-0.16439436 4
-0.16402918 4
-0.16402344 4
-0.16400404 4
-0.16379398 4
-0.1637935 4
-0.16364814 4
-0.16344926 4
-0.16343418 4
-0.16342013 6
-0.16334092 4
-0.16328066 4
-0.16320809 4
-0.16311826 4
-0.16310282 4
-0.16300601 4
-0.16299889 4
-0.16286991 4
-0.1628257 4
-0.16275919 6
-0.16259354 4
-0.16256914 4
-0.16254197 4
-0.16244035 4
-0.16243352 4
-0.16232217 4
-0.16221041 4
-0.16220068 4
-0.16191984 4
-0.16182859 4
-0.16166384 4
-0.16160497 4
-0.16135302 4
-0.16120406 4
-0.16115132 4
-0.16109975 4
-0.16099513 4
-0.16094122 4
-0.16046699 4
-0.16045789 4
-0.16042335 4
-0.16020231 4
-0.16017124 4
-0.16016395 4
-0.16000526 4
-0.15992925 4
-0.15977013 4
-0.15961924 4
-0.15948418 4
-0.15940442 6
-0.15933641 4
-0.15896387 4
-0.15873662 4
-0.15865355 4
-0.15854549 4
-0.15839032 4
-0.15833174 4
-0.1582473 4
-0.15810266 4
-0.15809229 4
-0.15794754 5
-0.15791387 2
-0.15783542 4
-0.15775357 4
-0.15763693 4
-0.15763542 4
-0.15757349 4
-0.15745588 2
-0.15719411 4
-0.15695428 4
-0.15695109 4
-0.1568516 4
-0.1568487 4
-0.15673208 4
-0.15665393 4
-0.15658043 4
-0.15654517 4
-0.15653528 4
-0.15651498 4
-0.15649798 4
-0.15649605 4
-0.15646581 4
-0.15641559 4
-0.15639624 4
-0.15635997 4
-0.15623607 4
-0.15620105 4
-0.15613482 4
-0.15589988 4
-0.15576624 4
-0.15568092 4
-0.15562255 4
-0.15554466 4
-0.15544817 4
-0.15541587 4
-0.15515853 4
-0.15472153 4
-0.15468248 4
-0.15452574 4
-0.15450688 4
-0.154431 4
-0.15428994 4
-0.15405778 6
-0.15395745 4
-0.15395304 6
-0.15394309 6
-0.15387878 4
-0.15365123 4
-0.15358402 2
-0.15335419 4
-0.15327651 4
-0.15311327 4
-0.15309266 4
-0.15294224 4
-0.15264301 4
-0.15251223 6
-0.1524984 4
-0.152302 4
-0.15222504 6
-0.15213796 6
-0.15195336 4
-0.15193052 6
-0.15169109 6
-0.15137015 6
-0.15131786 2
-0.15124878 4
-0.15123033 5
-0.15111849 4
-0.15095625 6
-0.15095318 6
-0.15075931 6
-0.15064941 4
-0.15040874 4
-0.15037099 4
-0.15004887 6
-0.15001671 6
-0.14997982 6
-0.14989618 4
-0.14984907 4
-0.14970865 4
-0.14965028 4
-0.14958441 4
-0.14953969 4
-0.14951325 6
-0.14948931 4
-0.14933468 6
-0.14926016 4
-0.14924849 4
-0.1491778 4
-0.14914803 4
-0.14910625 4
-0.14893956 4
-0.14889233 4
-0.14887219 4
-0.14884415 6
-0.14882337 4
-0.14877367 4
-0.14873659 6
-0.14872984 6
-0.14871851 4
-0.14867624 4
-0.14865035 4
-0.14863022 6
-0.14852715 5
-0.14835786 4
-0.14821336 4
-0.14817337 6
-0.14807169 4
-0.14807167 4
-0.14804164 6
-0.14794449 6
-0.14767912 4
-0.14764603 2
-0.1476074 4
-0.14757085 4
-0.14746886 4
-0.1474502 4
-0.14740373 4
-0.14734741 4
-0.14733587 4
-0.14724379 4
-0.14723952 4
-0.147221 6
-0.14716862 4
-0.14714608 4
-0.14698215 4
-0.14694411 6
-0.14690017 4
-0.14665963 6
-0.14664368 4
-0.14663976 4
-0.14660444 4
-0.14660155 4
-0.14658581 4
-0.14645355 6
-0.14643645 4
-0.14630537 6
-0.14615419 4
-0.14614344 4
-0.1460818 4
-0.14606077 4
-0.14602725 4
-0.14597463 4
-0.14567682 4
-0.1456132 5
-0.14554808 4
-0.14554797 4
-0.14553052 6
-0.14532451 4
-0.14530452 4
-0.1452523 4
-0.14515165 4
-0.14512702 6
-0.14511884 4
-0.1450975 5
-0.14505624 4
-0.1450288 6
-0.14500218 4
-0.14488889 5
-0.14488323 4
-0.14485746 4
-0.14467166 6
-0.14460633 4
-0.14447842 4
-0.1444619 6
-0.14430123 4
-0.14409832 4
-0.14402772 4
-0.14394403 6
-0.14393015 6
-0.14385652 4
-0.14379385 4
-0.14377963 6
-0.14376194 6
-0.14370349 4
-0.14331778 4
-0.14330421 4
-0.14318377 6
-0.14318205 4
-0.14312892 6
-0.14300776 6
-0.1429954 4
-0.14284577 4
-0.14281424 4
-0.14278674 5
-0.1426397 4
-0.14256973 4
-0.14254001 6
-0.14249604 4
-0.14243966 4
-0.14223822 4
-0.14219661 4
-0.14218616 6
-0.14217386 4
-0.14217062 4
-0.1421572 4
-0.14202114 6
-0.1419759 6
-0.14196367 6
-0.14184686 6
-0.14168279 5
-0.14165378 6
-0.14155516 6
-0.14152832 4
-0.14129426 6
-0.1410581 4
-0.14074215 4
-0.14071012 6
-0.14062754 4
-0.14061271 6
-0.14050406 4
-0.1404277 4
-0.14039975 4
-0.14028073 4
-0.14016568 6
-0.14008274 4
-0.14005724 5
-0.14004267 5
-0.13997999 4
-0.13989335 4
-0.13979458 6
-0.13976636 6
-0.1397039 4
-0.13969106 5
-0.13946987 4
-0.13932348 4
-0.13929199 5
-0.13925458 4
-0.13918918 6
-0.1391193 4
-0.1388718 6
-0.1388252 6
-0.1388209 6
-0.13879731 5
-0.13855545 6
-0.13850941 6
-0.13843405 4
-0.13839497 4
-0.13828248 4
-0.13820604 6
-0.13813097 6
-0.13811249 6
-0.13808404 4
-0.13805534 4
-0.13804297 4
-0.13803335 6
-0.13795326 6
-0.13779555 4
-0.13777848 4
-0.13776581 4
-0.13774651 2
-0.13765579 4
-0.13759855 6
-0.13757587 4
-0.13756415 5
-0.13754551 2
-0.13751214 4
-0.13747507 4
-0.13745178 5
-0.13743466 6
-0.13742911 4
-0.13734571 4
-0.13728825 4
-0.13727433 6
-0.13726952 2
-0.13726015 6
-0.1372133 4
-0.13718533 4
-0.13716909 4
-0.13706134 4
-0.13699482 4
-0.13684427 4
-0.13683532 4
-0.13678816 5
-0.13678526 4
-0.1366973 5
-0.136663 4
-0.13659382 5
-0.13658995 6
-0.13645427 4
-0.13629363 6
-0.13628316 4
-0.13626855 4
-0.13615382 5
-0.13600422 6
-0.13591451 4
-0.13585385 4
-0.13576128 4
-0.1354886 6
-0.13547525 4
-0.1353992 5
-0.13537529 6
-0.13530475 4
-0.13524153 4
-0.13509802 5
-0.13483354 4
-0.1347856 4
-0.13466866 4
-0.13451519 6
-0.1344737 5
-0.13447135 6
-0.1343364 4
-0.1343042 6
-0.13423081 4
-0.13423054 4
-0.13420467 4
-0.13406888 4
-0.13388092 5
-0.13374929 5
-0.13373437 4
-0.1337282 5
-0.13371119 5
-0.13349877 4
-0.13337462 6
-0.13333449 4
-0.13324616 4
-0.13313689 2
-0.13309479 6
-0.13288011 5
-0.13270324 4
-0.13252537 6
-0.13221715 4
-0.13213325 2
-0.13212902 4
-0.13210351 2
-0.13206435 6
-0.13190664 4
-0.13189549 6
-0.13186439 4
-0.13179111 5
-0.13153568 6
-0.13111738 6
-0.13109701 4
-0.13108805 2
-0.13064014 2
-0.13043662 2
-0.12991569 6
-0.12945199 4
-0.12924381 4
-0.12924298 4
-0.12886125 5
-0.128695 4
-0.1286402 4
-0.12847511 4
-0.12843257 4
-0.12840351 6
-0.12785005 2
-0.12778605 4
-0.12745808 4
-0.12733314 5
-0.12728499 2
-0.12727764 6
-0.12678449 2
-0.12676935 2
-0.12627981 4
-0.12616918 4
-0.1260918 3
-0.12606864 6
-0.1260127 3
-0.12580303 2
-0.1250214 4
-0.125005 2
-0.12469911 2
-0.12463815 4
-0.12419755 2
-0.12415247 4
-0.12408864 4
-0.12374136 6
-0.12367103 4
-0.12347077 4
-0.12337123 4
-0.12329833 4
-0.12319525 4
-0.1229869 4
-0.12238198 2
-0.12235403 4
-0.12218174 4
-0.12211853 4
-0.12207907 4
-0.12193834 4
-0.12191772 4
-0.12178602 4
-0.12174663 4
-0.12162761 4
-0.12149732 4
-0.12126012 4
-0.12121586 6
-0.12121131 2
-0.12116685 6
-0.12115663 2
-0.12108702 5
-0.121055 4
-0.12099851 2
-0.12099419 4
-0.12088252 4
-0.1208804 4
-0.12071038 4
-0.12052347 4
-0.12047935 4
-0.12036988 4
-0.1202833 4
-0.12017074 4
-0.12015585 4
-0.12012795 4
-0.11998912 4
-0.11996916 4
-0.11995335 4
-0.11987085 4
-0.11983659 4
-0.11981487 4
-0.11977938 4
-0.11974356 4
-0.11952358 4
-0.1195095 4
-0.11937685 4
-0.11935697 4
-0.11928707 4
-0.11925025 2
-0.11922027 4
-0.11918991 4
-0.11911048 4
-0.11903272 4
-0.11893397 2
-0.11892752 4
-0.11876148 4
-0.11864344 4
-0.11838982 4
-0.11826721 4
-0.11825782 5
-0.11802574 4
-0.11797708 4
-0.1178771 4
-0.11781669 4
-0.11776143 4
-0.11774159 4
-0.11755104 4
-0.11736873 4
-0.1173296 4
-0.11729489 4
-0.11727817 4
-0.11713954 4
-0.11704086 4
-0.11703226 4
-0.11699977 4
-0.1169576 4
-0.1168877 5
-0.11685641 4
-0.11668089 4
-0.11665207 4
-0.11664881 4
-0.11661984 2
-0.11657427 6
-0.11654658 4
-0.1164325 4
-0.11639851 5
-0.11628499 4
-0.11594904 4
-0.11567869 4
-0.1156164 4
-0.11546021 4
-0.11534374 5
-0.11531003 4
-0.11530225 4
-0.1152011 6
-0.1151489 4
-0.11508729 4
-0.11507702 4
-0.11488018 6
-0.11486836 4
-0.11470085 2
-0.11469023 4
-0.11455555 5
-0.11455433 4
-0.11453532 6
-0.11450796 6
-0.11448122 4
-0.11447305 2
-0.11432945 4
-0.11416726 4
-0.11400277 6
-0.11393415 2
-0.11387967 6
-0.11387391 6
-0.11375871 5
-0.11368019 4
-0.11357402 6
-0.11348325 6
-0.11333591 2
-0.11314146 4
-0.11308746 6
-0.11308136 6
-0.11270904 4
-0.11245887 2
-0.11231539 4
-0.11228084 4
-0.11226366 6
-0.11212881 6
-0.11200916 4
-0.111832 4
-0.11179557 4
-0.11170976 5
-0.11165475 3
-0.11159366 4
-0.1113916 5
-0.11136731 5
-0.11119308 4
-0.11104224 5
-0.11101705 5
-0.11090407 5
-0.11081589 6
-0.11063776 2
-0.11046107 2
-0.11027551 4
-0.10972614 4
-0.10940621 5
-0.10939756 5
-0.10930895 1
-0.1092504 4
-0.10923578 4
-0.10915662 5
-0.10910055 3
-0.10884512 3
-0.10843288 5
-0.10830583 5
-0.10828805 4
-0.10828314 5
-0.10821837 6
-0.10815757 1
-0.10806368 3
-0.10799439 5
-0.10780314 1
-0.10778039 3
-0.10777326 2
-0.10738544 3
-0.10722582 4
-0.10712046 5
-0.10707343 2
-0.10700958 5
-0.10700787 1
-0.10683928 4
-0.10657054 2
-0.10655128 1
-0.10654521 6
-0.10648791 6
-0.1062862 4
-0.1062753 6
-0.10624248 5
-0.1062304 2
-0.10592928 1
-0.10586784 4
-0.10583493 5
-0.10575828 5
-0.10560868 4
-0.10543444 1
-0.10518989 2
-0.10518785 1
-0.10518364 5
-0.10512037 1
-0.10507242 3
-0.10506671 1
-0.10502852 2
-0.10502721 5
-0.10492459 2
-0.10479071 4
-0.10462478 1
-0.10459947 1
-0.10448552 2
-0.10443439 5
-0.10434086 6
-0.10421365 2
-0.10412262 4
-0.10411868 1
-0.10411802 2
-0.10402984 1
-0.10386223 1
-0.10385265 3
-0.10375262 5
-0.10358789 2
-0.10353242 1
-0.10346466 2
-0.10336787 4
-0.10329422 5
-0.10323727 2
-0.1031856 1
-0.10317416 4
-0.10310685 1
-0.10310259 4
-0.10309846 3
-0.10291377 1
-0.10288328 1
-0.10270757 6
-0.10267339 2
-0.10259226 2
-0.10257887 5
-0.10257063 4
-0.10248518 5
-0.10244648 1
-0.10242674 5
-0.1023938 2
-0.10206302 4
-0.10202028 2
-0.10198841 4
-0.10193857 3
-0.1019126 4
-0.1018386 3
-0.10179145 5
-0.10169871 2
-0.10166157 6
-0.10146419 3
-0.10135409 5
-0.10131641 4
-0.1013164 6
-0.10130278 6
-0.10126278 1
-0.10121358 6
-0.10119307 5
-0.10114872 4
-0.10113835 5
-0.10109469 1
-0.1009477 1
-0.1009415 3
-0.10094133 6
-0.10080229 3
-0.10072645 6
-0.10063237 3
-0.10051584 6
-0.10048841 3
-0.10042133 1
-0.10018125 6
-0.10016792 6
-0.10016346 6
-0.10014015 4
-0.10012823 3
-0.10000702 6
-0.09988039 6
-0.099815648 6
-0.099787696 6
-0.09978739 6
-0.099752031 3
-0.099633423 6
-0.099617588 6
-0.099523106 6
-0.099490893 3
-0.099450737 4
-0.099421089 3
-0.099408913 6
-0.099405762 6
-0.09917189 2
-0.099164964 4
-0.099158405 5
-0.099078092 4
-0.099053426 3
-0.098989206 3
-0.098975839 2
-0.098958395 5
-0.098901882 6
-0.098774043 5
-0.098686839 4
-0.098613818 4
-0.098609873 5
-0.098570468 3
-0.098553207 5
-0.098461664 4
-0.098398665 4
-0.098388523 1
-0.098377574 3
-0.098308425 3
-0.09827024 5
-0.098090289 6
-0.09784549 4
-0.097738404 4
-0.097536942 5
-0.097520936 4
-0.097502243 4
-0.097477218 6
-0.097449744 4
-0.09737134 6
-0.097329627 3
-0.097210661 3
-0.097173526 1
-0.097169231 3
-0.097092748 4
-0.096993197 3
-0.096974277 3
-0.096973235 3
-0.096940666 3
-0.09690599 4
-0.096736782 5
-0.096673952 5
-0.096641708 3
-0.096615454 5
-0.096567394 4
-0.096538301 5
-0.096492972 4
-0.096276551 5
-0.096126589 1
-0.095866175 4
-0.095769684 4
-0.095717758 6
-0.09567879 3
-0.095592952 3
-0.095400398 4
-0.095355728 4
-0.095345415 4
-0.095341708 6
-0.095272442 5
-0.095239195 6
-0.095224918 4
-0.09516767 4
-0.095129299 1
-0.095038291 4
-0.094927956 4
-0.094878943 5
-0.094813893 4
-0.094750565 5
-0.094687159 4
-0.094625396 4
-0.094513832 3
-0.094488496 3
-0.094479611 5
-0.094444482 4
-0.094424021 5
-0.094394413 2
-0.094348548 4
-0.094253211 5
-0.094146827 4
-0.094111326 4
-0.094026818 3
-0.093978556 4
-0.093946227 4
-0.093901365 5
-0.093889632 5
-0.093715995 5
-0.093669728 5
-0.093658847 4
-0.093648833 3
-0.093576791 4
-0.093496344 5
-0.093451771 5
-0.093403911 5
-0.093393396 3
-0.093358877 6
-0.093172277 3
-0.093163024 4
-0.093124536 5
-0.093079414 4
-0.093028481 6
-0.092885635 4
-0.092876092 4
-0.092844535 5
-0.092821784 5
-0.092820992 3
-0.092819719 3
-0.092758719 5
-0.092752054 4
-0.09270582 5
-0.092552455 5
-0.092522713 3
-0.092503207 4
-0.092439391 2
-0.092391414 5
-0.092373035 3
-0.092296657 4
-0.092220835 5
-0.092080463 3
-0.092015701 2
-0.091844749 5
-0.091839295 5
-0.091827633 5
-0.091704613 4
-0.091703341 4
-0.09167206 3
-0.091660353 4
-0.09158213 4
-0.091493721 4
-0.091484014 3
-0.09137145 5
-0.091305548 5
-0.091289195 5
-0.091260788 5
-0.091137075 4
-0.091133703 3
-0.091063924 3
-0.091057072 5
-0.09101897 4
-0.091018868 4
-0.091014412 2
-0.090938227 3
-0.090911249 5
-0.090896552 5
-0.090877593 5
-0.090803071 1
-0.090694865 3
-0.09059958 4
-0.090367381 5
-0.09030649 3
-0.090254169 3
-0.090194883 5
-0.090066431 5
-0.089749296 4
-0.089565146 5
-0.089530736 3
-0.089496269 5
-0.089494853 4
-0.08948883 3
-0.089451722 5
-0.089427905 5
-0.089387544 5
-0.089222053 4
-0.089048041 4
-0.089040967 3
-0.088779405 3
-0.088683669 5
-0.088644184 4
-0.088443022 3
-0.088331882 3
-0.088322728 4
-0.088316182 1
-0.088279953 3
-0.088253419 3
-0.088237758 5
-0.088124909 5
-0.088094721 5
-0.088084536 5
-0.087926056 3
-0.087886151 5
-0.087825171 5
-0.087811209 3
-0.087716285 3
-0.087702577 3
-0.087649219 5
-0.08741548 5
-0.087411691 5
-0.087386061 5
-0.087312156 3
-0.087287837 4
-0.087179509 5
-0.08717842 3
-0.086746902 4
-0.086738943 1
-0.086730877 4
-0.086621732 4
-0.086596761 4
-0.086543188 1
-0.086403114 5
-0.086356105 4
-0.08629903 1
-0.086273674 3
-0.08625171 5
-0.086241261 4
-0.086211036 3
-0.086120542 3
-0.086029867 4
-0.086024784 1
-0.086012544 4
-0.085957767 4
-0.085944239 5
-0.085758221 5
-0.08573341 5
-0.085663208 1
-0.085636811 6
-0.085625451 5
-0.085506353 1
-0.085489034 3
